produto;marca;loja;data;qtd;valor
smart tv;Motorola;Eldorado;2025-1-24;18;8907.94
notebook;Motorola;Eldorado;2025-1-24;14;3560.53
celular;Acer;Cidade São Paulo;2025-1-24;34;7117.40
notebook;Acer;Paulista;2025-1-24;46;7687.20
geladeira;Acer;Paulista;2025-1-24;40;4266.91
ar condicionado;Midea;Cidade São Paulo;2025-1-24;24;7415.87
geladeira;HP;Paulista;2025-1-24;46;7046.30
ar condicionado;Samsung;Eldorado;2025-1-24;11;9063.05
smart tv;Samsung;Cidade São Paulo;2025-1-24;29;8330.32
geladeira;Hitachi;Paulista;2025-1-24;41;5486.61
lavadora;Motorola;Cidade São Paulo;2025-1-24;21;1844.03
geladeira;Samsung;Eldorado;2025-1-24;23;6258.31
notebook;HP;Cidade São Paulo;2025-1-24;20;1991.18
notebook;LG;Eldorado;2025-1-24;23;8501.54
geladeira;Acer;Paulista;2025-1-24;14;5556.82
celular;Midea;Cidade São Paulo;2025-1-25;32;8537.63
notebook;Midea;Eldorado;2025-1-25;6;8025.26
notebook;Hitachi;Eldorado;2025-1-25;29;9961.11
smart tv;HP;Cidade São Paulo;2025-1-25;30;6307.61
geladeira;Samsung;Paulista;2025-1-25;4;6434.37
notebook;Hitachi;Eldorado;2025-1-25;38;3062.32
lavadora;Samsung;Eldorado;2025-1-25;49;2225.59
smart tv;Motorola;Cidade São Paulo;2025-1-25;40;6456.67
notebook;Midea;Eldorado;2025-1-25;30;8877.04
smart tv;Acer;Paulista;2025-1-25;3;4808.49
lavadora;Motorola;Paulista;2025-1-25;30;6394.11
geladeira;Hitachi;Cidade São Paulo;2025-1-25;23;7238.75
ar condicionado;HP;Cidade São Paulo;2025-1-25;26;3075.54
celular;Motorola;Cidade São Paulo;2025-1-25;10;9539.20
ar condicionado;LG;Paulista;2025-1-25;12;8363.63
notebook;Hitachi;Paulista;2025-1-25;10;9089.41
ar condicionado;Acer;Eldorado;2025-1-25;46;4494.81
celular;Samsung;Paulista;2025-1-25;25;3845.17
notebook;Samsung;Paulista;2025-1-25;1;7539.88
ar condicionado;Acer;Paulista;2025-1-25;23;6961.36
notebook;Hitachi;Paulista;2025-1-26;15;4878.79
ar condicionado;Midea;Eldorado;2025-1-26;4;4742.85
lavadora;Motorola;Paulista;2025-1-26;1;3960.81
celular;Hitachi;Paulista;2025-1-26;4;4501.25
ar condicionado;LG;Paulista;2025-1-26;31;8465.84
celular;Acer;Eldorado;2025-1-26;32;4597.29
ar condicionado;HP;Eldorado;2025-1-26;48;5030.60
smart tv;HP;Cidade São Paulo;2025-1-26;29;9063.30
smart tv;Hitachi;Eldorado;2025-1-26;6;3702.53
lavadora;LG;Cidade São Paulo;2025-1-26;25;1412.60
ar condicionado;HP;Paulista;2025-1-26;39;9689.09
geladeira;Acer;Paulista;2025-1-26;44;3226.83
smart tv;Midea;Eldorado;2025-1-26;26;1664.50
notebook;Midea;Paulista;2025-1-26;22;1753.20
lavadora;Hitachi;Cidade São Paulo;2025-1-26;15;4721.72
ar condicionado;Motorola;Paulista;2025-1-26;14;6172.46
geladeira;LG;Cidade São Paulo;2025-1-26;17;8099.94
celular;Hitachi;Eldorado;2025-1-26;31;2708.92
smart tv;HP;Cidade São Paulo;2025-1-26;16;8368.79
geladeira;Motorola;Eldorado;2025-1-26;23;5460.89
ar condicionado;Midea;Eldorado;2025-1-27;7;8141.80
lavadora;LG;Paulista;2025-1-27;18;4904.01
smart tv;HP;Paulista;2025-1-27;16;3385.88
notebook;LG;Cidade São Paulo;2025-1-27;13;9869.27
ar condicionado;LG;Paulista;2025-1-27;37;1098.45
ar condicionado;HP;Cidade São Paulo;2025-1-27;15;4678.65
celular;Midea;Cidade São Paulo;2025-1-27;22;9509.10
ar condicionado;Acer;Paulista;2025-1-27;10;9152.75
lavadora;Samsung;Cidade São Paulo;2025-1-27;31;9830.17
ar condicionado;Samsung;Cidade São Paulo;2025-1-27;46;7945.35
celular;Motorola;Cidade São Paulo;2025-1-27;26;4243.54
ar condicionado;Midea;Eldorado;2025-1-27;22;5374.52
celular;LG;Cidade São Paulo;2025-1-27;19;8950.90
smart tv;HP;Cidade São Paulo;2025-1-27;12;9757.30
ar condicionado;Samsung;Cidade São Paulo;2025-1-27;34;6588.49
notebook;HP;Cidade São Paulo;2025-1-27;7;2642.61
smart tv;Motorola;Paulista;2025-1-27;22;9040.28
geladeira;Acer;Cidade São Paulo;2025-1-27;19;7032.71
celular;Motorola;Eldorado;2025-1-27;49;1335.06
smart tv;Midea;Paulista;2025-1-27;41;5707.32
celular;Samsung;Eldorado;2025-1-28;21;8176.41
geladeira;Motorola;Eldorado;2025-1-28;30;2178.41
geladeira;Samsung;Cidade São Paulo;2025-1-28;4;2296.87
celular;Hitachi;Eldorado;2025-1-28;14;1397.69
smart tv;Samsung;Eldorado;2025-1-28;3;2202.65
smart tv;Acer;Cidade São Paulo;2025-1-28;15;8472.78
smart tv;Midea;Paulista;2025-1-28;2;3556.12
lavadora;LG;Eldorado;2025-1-28;37;7743.42
geladeira;Acer;Eldorado;2025-1-28;21;3422.21
ar condicionado;Samsung;Paulista;2025-1-28;11;5814.44
notebook;Hitachi;Paulista;2025-1-28;24;7748.22
geladeira;LG;Eldorado;2025-1-28;49;1627.66
lavadora;Midea;Cidade São Paulo;2025-1-28;2;5032.38
lavadora;Hitachi;Paulista;2025-1-28;10;6034.04
ar condicionado;HP;Eldorado;2025-1-28;24;1885.38
geladeira;Hitachi;Paulista;2025-1-28;4;1913.79
notebook;Samsung;Eldorado;2025-1-28;34;5286.82
geladeira;Samsung;Paulista;2025-1-28;10;5875.92
smart tv;Motorola;Cidade São Paulo;2025-1-28;18;7703.39
lavadora;Midea;Paulista;2025-1-28;13;1951.21
ar condicionado;Midea;Eldorado;2025-1-29;20;6411.65
geladeira;LG;Paulista;2025-1-29;41;5600.26
notebook;Midea;Paulista;2025-1-29;11;6629.37
geladeira;Motorola;Eldorado;2025-1-29;47;7246.29
celular;Motorola;Paulista;2025-1-29;35;6382.59
notebook;LG;Cidade São Paulo;2025-1-29;14;7434.82
lavadora;HP;Cidade São Paulo;2025-1-29;3;8767.43
ar condicionado;Acer;Eldorado;2025-1-29;2;7810.50
geladeira;Midea;Eldorado;2025-1-29;43;2033.59
celular;Samsung;Cidade São Paulo;2025-1-29;26;4355.09
geladeira;Acer;Cidade São Paulo;2025-1-29;14;6964.06
celular;HP;Eldorado;2025-1-29;50;2267.55
ar condicionado;Acer;Cidade São Paulo;2025-1-29;35;4162.69
notebook;Hitachi;Eldorado;2025-1-29;44;5441.04
celular;Acer;Cidade São Paulo;2025-1-29;42;1882.75
smart tv;Motorola;Paulista;2025-1-29;2;6784.61
smart tv;LG;Eldorado;2025-1-29;35;7718.33
ar condicionado;Motorola;Paulista;2025-1-29;9;7004.38
smart tv;HP;Cidade São Paulo;2025-1-29;13;1724.20
smart tv;Acer;Eldorado;2025-1-29;45;2420.14
smart tv;HP;Paulista;2025-2-1;48;2896.80
ar condicionado;Samsung;Paulista;2025-2-1;36;2375.23
celular;LG;Cidade São Paulo;2025-2-1;9;5842.15
lavadora;Midea;Paulista;2025-2-1;25;2083.01
ar condicionado;Midea;Cidade São Paulo;2025-2-1;18;5901.91
notebook;Samsung;Cidade São Paulo;2025-2-1;3;4174.02
lavadora;LG;Eldorado;2025-2-1;34;8224.47
celular;Samsung;Paulista;2025-2-1;27;4705.11
celular;Midea;Eldorado;2025-2-1;17;6039.09
notebook;Acer;Paulista;2025-2-1;21;8213.94
notebook;LG;Eldorado;2025-2-1;2;2843.44
lavadora;Motorola;Cidade São Paulo;2025-2-1;3;4558.28
ar condicionado;Hitachi;Paulista;2025-2-1;7;7678.74
ar condicionado;HP;Paulista;2025-2-1;40;6069.83
celular;Motorola;Eldorado;2025-2-1;25;5994.58
geladeira;LG;Eldorado;2025-2-1;32;9589.86
geladeira;Midea;Cidade São Paulo;2025-2-1;48;5499.34
celular;Acer;Paulista;2025-2-1;9;7998.44
lavadora;Hitachi;Paulista;2025-2-1;39;1853.11
celular;LG;Cidade São Paulo;2025-2-1;41;8685.15
lavadora;LG;Eldorado;2025-2-2;33;9085.79
ar condicionado;Midea;Cidade São Paulo;2025-2-2;49;2116.47
celular;Samsung;Cidade São Paulo;2025-2-2;47;2186.65
notebook;LG;Eldorado;2025-2-2;1;2706.58
ar condicionado;Motorola;Paulista;2025-2-2;38;2063.83
smart tv;Hitachi;Paulista;2025-2-2;31;4389.07
celular;Hitachi;Paulista;2025-2-2;5;8613.75
ar condicionado;Acer;Paulista;2025-2-2;33;4833.18
geladeira;LG;Eldorado;2025-2-2;10;8562.70
celular;Acer;Cidade São Paulo;2025-2-2;3;3860.35
celular;Acer;Paulista;2025-2-2;22;6054.95
geladeira;Hitachi;Paulista;2025-2-2;42;7022.61
notebook;LG;Paulista;2025-2-2;4;8292.21
celular;Motorola;Paulista;2025-2-2;40;5453.36
smart tv;Samsung;Paulista;2025-2-2;5;1451.49
ar condicionado;Hitachi;Eldorado;2025-2-2;16;3838.25
smart tv;Samsung;Cidade São Paulo;2025-2-2;10;9882.30
ar condicionado;Samsung;Eldorado;2025-2-2;25;1158.24
geladeira;Samsung;Paulista;2025-2-2;46;7439.53
smart tv;Samsung;Eldorado;2025-2-2;9;1348.60
smart tv;Samsung;Cidade São Paulo;2025-2-3;43;5901.36
smart tv;Midea;Eldorado;2025-2-3;39;2113.45
geladeira;Motorola;Paulista;2025-2-3;17;1483.37
celular;Hitachi;Cidade São Paulo;2025-2-3;24;1318.68
ar condicionado;Acer;Cidade São Paulo;2025-2-3;11;8839.39
ar condicionado;LG;Eldorado;2025-2-3;22;3956.67
geladeira;Samsung;Paulista;2025-2-3;31;9437.79
geladeira;Acer;Eldorado;2025-2-3;27;7303.99
celular;HP;Cidade São Paulo;2025-2-3;47;6751.24
lavadora;LG;Paulista;2025-2-3;48;2328.52
geladeira;HP;Paulista;2025-2-3;47;6709.58
geladeira;Hitachi;Cidade São Paulo;2025-2-3;44;4765.77
smart tv;Acer;Cidade São Paulo;2025-2-3;13;6228.38
smart tv;HP;Eldorado;2025-2-3;15;9186.41
celular;Samsung;Eldorado;2025-2-3;32;9427.14
notebook;HP;Eldorado;2025-2-3;36;4942.10
lavadora;Samsung;Eldorado;2025-2-3;35;9007.16
geladeira;Acer;Eldorado;2025-2-3;46;2836.11
celular;Acer;Paulista;2025-2-3;4;7554.62
notebook;Samsung;Eldorado;2025-2-3;19;4916.49
notebook;LG;Cidade São Paulo;2025-2-4;48;4800.52
ar condicionado;LG;Eldorado;2025-2-4;8;5178.20
lavadora;HP;Cidade São Paulo;2025-2-4;35;5388.66
geladeira;Samsung;Eldorado;2025-2-4;43;3597.07
celular;Midea;Cidade São Paulo;2025-2-4;20;6506.93
celular;Hitachi;Paulista;2025-2-4;44;2582.98
notebook;Midea;Eldorado;2025-2-4;3;9298.12
celular;Motorola;Paulista;2025-2-4;3;1628.24
notebook;Midea;Eldorado;2025-2-4;35;7729.33
ar condicionado;Samsung;Eldorado;2025-2-4;27;5873.91
notebook;Acer;Cidade São Paulo;2025-2-4;11;2660.48
geladeira;LG;Eldorado;2025-2-4;9;2181.67
geladeira;LG;Eldorado;2025-2-4;21;9218.27
geladeira;LG;Cidade São Paulo;2025-2-4;42;9479.90
celular;HP;Cidade São Paulo;2025-2-4;11;1848.08
ar condicionado;Motorola;Cidade São Paulo;2025-2-4;12;3395.66
ar condicionado;Samsung;Cidade São Paulo;2025-2-4;36;3391.50
ar condicionado;Hitachi;Eldorado;2025-2-4;14;7099.17
lavadora;LG;Paulista;2025-2-4;39;4969.95
lavadora;HP;Eldorado;2025-2-4;37;7786.09
geladeira;Acer;Cidade São Paulo;2025-2-5;16;2284.57
notebook;Samsung;Eldorado;2025-2-5;10;4438.27
ar condicionado;Acer;Paulista;2025-2-5;33;7470.64
celular;Samsung;Eldorado;2025-2-5;11;6092.62
geladeira;Motorola;Eldorado;2025-2-5;15;9844.00
smart tv;Samsung;Paulista;2025-2-5;9;1225.17
lavadora;Motorola;Eldorado;2025-2-5;9;7138.42
smart tv;Motorola;Paulista;2025-2-5;31;9085.24
geladeira;Acer;Eldorado;2025-2-5;14;9836.88
lavadora;Acer;Paulista;2025-2-5;5;4722.68
smart tv;Acer;Cidade São Paulo;2025-2-5;2;9815.00
ar condicionado;LG;Cidade São Paulo;2025-2-5;38;3615.51
celular;LG;Cidade São Paulo;2025-2-5;40;2360.22
geladeira;Hitachi;Paulista;2025-2-5;21;6408.24
lavadora;HP;Eldorado;2025-2-5;24;8877.83
smart tv;LG;Cidade São Paulo;2025-2-5;25;6410.93
geladeira;Midea;Eldorado;2025-2-5;46;1387.64
notebook;Acer;Paulista;2025-2-5;21;1664.54
lavadora;Samsung;Paulista;2025-2-5;22;9280.91
ar condicionado;Motorola;Paulista;2025-2-5;44;8787.52
notebook;Motorola;Cidade São Paulo;2025-2-6;35;8083.25
celular;Samsung;Eldorado;2025-2-6;24;8260.28
notebook;HP;Paulista;2025-2-6;24;9521.31
geladeira;Samsung;Paulista;2025-2-6;18;3593.59
lavadora;Samsung;Eldorado;2025-2-6;24;5680.34
celular;Hitachi;Cidade São Paulo;2025-2-6;25;8766.89
lavadora;Acer;Paulista;2025-2-6;22;7426.60
notebook;Acer;Cidade São Paulo;2025-2-6;19;2169.69
smart tv;Samsung;Paulista;2025-2-6;12;9525.65
ar condicionado;Hitachi;Paulista;2025-2-6;46;4364.00
ar condicionado;Acer;Eldorado;2025-2-6;22;9253.01
geladeira;Samsung;Paulista;2025-2-6;31;4802.22
lavadora;HP;Cidade São Paulo;2025-2-6;27;9479.76
notebook;Midea;Eldorado;2025-2-6;37;8270.04
ar condicionado;Hitachi;Eldorado;2025-2-6;11;1932.63
ar condicionado;Midea;Paulista;2025-2-6;17;6533.69
ar condicionado;Samsung;Cidade São Paulo;2025-2-6;9;4791.28
lavadora;LG;Eldorado;2025-2-6;50;2746.96
lavadora;LG;Eldorado;2025-2-6;24;6503.43
notebook;Motorola;Eldorado;2025-2-6;18;3438.20
celular;Hitachi;Eldorado;2025-2-7;15;8047.55
celular;LG;Cidade São Paulo;2025-2-7;1;3999.41
lavadora;Samsung;Paulista;2025-2-7;22;8719.46
lavadora;Motorola;Eldorado;2025-2-7;29;3050.58
ar condicionado;Samsung;Paulista;2025-2-7;16;2423.28
smart tv;Acer;Eldorado;2025-2-7;18;3242.96
lavadora;Samsung;Eldorado;2025-2-7;20;4323.69
smart tv;LG;Cidade São Paulo;2025-2-7;49;6366.35
notebook;LG;Eldorado;2025-2-7;4;9104.76
notebook;HP;Eldorado;2025-2-7;48;8853.64
geladeira;HP;Eldorado;2025-2-7;34;7726.83
geladeira;HP;Paulista;2025-2-7;9;4549.13
geladeira;HP;Eldorado;2025-2-7;10;8221.67
ar condicionado;Samsung;Paulista;2025-2-7;2;2597.84
notebook;Samsung;Paulista;2025-2-7;30;7332.80
geladeira;LG;Cidade São Paulo;2025-2-7;28;8064.08
celular;Motorola;Paulista;2025-2-7;25;2210.42
ar condicionado;HP;Cidade São Paulo;2025-2-7;40;8690.57
ar condicionado;HP;Cidade São Paulo;2025-2-7;15;8691.98
geladeira;LG;Eldorado;2025-2-7;8;7473.35
celular;Hitachi;Paulista;2025-2-8;38;3682.71
smart tv;Hitachi;Eldorado;2025-2-8;20;2438.42
ar condicionado;Hitachi;Eldorado;2025-2-8;50;4924.79
ar condicionado;HP;Eldorado;2025-2-8;45;7358.39
lavadora;Midea;Cidade São Paulo;2025-2-8;15;7549.60
celular;HP;Paulista;2025-2-8;41;2305.20
celular;HP;Paulista;2025-2-8;17;2919.97
geladeira;LG;Paulista;2025-2-8;26;9246.22
geladeira;LG;Eldorado;2025-2-8;3;6120.01
geladeira;HP;Paulista;2025-2-8;41;2491.67
celular;Samsung;Cidade São Paulo;2025-2-8;32;1625.61
smart tv;Midea;Eldorado;2025-2-8;26;5011.94
ar condicionado;Samsung;Paulista;2025-2-8;14;6884.95
smart tv;HP;Cidade São Paulo;2025-2-8;25;5801.70
notebook;LG;Paulista;2025-2-8;27;3758.33
ar condicionado;Hitachi;Cidade São Paulo;2025-2-8;33;9281.32
celular;Midea;Paulista;2025-2-8;16;6174.27
notebook;HP;Cidade São Paulo;2025-2-8;14;3878.24
geladeira;Midea;Paulista;2025-2-8;44;8361.01
celular;Acer;Paulista;2025-2-8;29;4297.11
geladeira;LG;Paulista;2025-2-9;48;7164.36
ar condicionado;HP;Eldorado;2025-2-9;15;2087.84
geladeira;Motorola;Eldorado;2025-2-9;30;5460.95
celular;Samsung;Eldorado;2025-2-9;38;9328.72
celular;Samsung;Paulista;2025-2-9;10;9248.36
celular;Hitachi;Paulista;2025-2-9;47;3908.33
ar condicionado;Hitachi;Eldorado;2025-2-9;10;1391.94
notebook;LG;Cidade São Paulo;2025-2-9;2;1965.38
notebook;Samsung;Cidade São Paulo;2025-2-9;40;1922.17
smart tv;HP;Cidade São Paulo;2025-2-9;2;5657.56
notebook;Midea;Paulista;2025-2-9;45;6588.10
celular;LG;Eldorado;2025-2-9;7;4604.50
celular;Hitachi;Cidade São Paulo;2025-2-9;10;3313.65
lavadora;LG;Cidade São Paulo;2025-2-9;10;4889.17
notebook;HP;Eldorado;2025-2-9;37;9014.82
ar condicionado;Samsung;Cidade São Paulo;2025-2-9;16;6343.82
ar condicionado;Samsung;Eldorado;2025-2-9;14;6756.36
lavadora;Motorola;Paulista;2025-2-9;4;2041.92
celular;Hitachi;Eldorado;2025-2-9;13;3562.10
ar condicionado;Midea;Paulista;2025-2-9;21;1336.70
smart tv;Samsung;Paulista;2025-2-10;7;6348.82
smart tv;Midea;Cidade São Paulo;2025-2-10;13;7022.83
lavadora;Samsung;Cidade São Paulo;2025-2-10;12;6917.87
smart tv;Motorola;Eldorado;2025-2-10;38;5093.54
geladeira;LG;Paulista;2025-2-10;7;9016.28
smart tv;Hitachi;Eldorado;2025-2-10;16;7962.78
celular;Hitachi;Eldorado;2025-2-10;31;2616.26
smart tv;Samsung;Cidade São Paulo;2025-2-10;42;4031.70
celular;Midea;Paulista;2025-2-10;13;4040.89
smart tv;Midea;Eldorado;2025-2-10;33;5825.00
celular;Samsung;Cidade São Paulo;2025-2-10;35;9141.01
celular;Motorola;Cidade São Paulo;2025-2-10;9;2910.54
notebook;HP;Eldorado;2025-2-10;15;4699.58
notebook;Samsung;Paulista;2025-2-10;21;8592.83
lavadora;Hitachi;Paulista;2025-2-10;31;9018.66
lavadora;Midea;Paulista;2025-2-10;10;9928.50
smart tv;Hitachi;Eldorado;2025-2-10;1;9424.60
notebook;HP;Eldorado;2025-2-10;40;5133.28
geladeira;Acer;Paulista;2025-2-10;10;3443.44
geladeira;LG;Paulista;2025-2-10;1;7953.97
geladeira;LG;Cidade São Paulo;2025-2-11;3;2712.52
celular;Hitachi;Eldorado;2025-2-11;28;2547.78
celular;HP;Paulista;2025-2-11;22;4788.45
notebook;Acer;Paulista;2025-2-11;17;9800.58
notebook;Hitachi;Eldorado;2025-2-11;10;3557.96
ar condicionado;Samsung;Cidade São Paulo;2025-2-11;47;7383.42
notebook;Acer;Paulista;2025-2-11;49;8820.06
notebook;Hitachi;Cidade São Paulo;2025-2-11;6;5657.66
notebook;Hitachi;Cidade São Paulo;2025-2-11;25;7439.06
geladeira;Midea;Paulista;2025-2-11;22;7344.83
celular;Hitachi;Cidade São Paulo;2025-2-11;29;6474.66
notebook;Midea;Cidade São Paulo;2025-2-11;9;8212.71
geladeira;Samsung;Eldorado;2025-2-11;27;1969.17
ar condicionado;Acer;Cidade São Paulo;2025-2-11;48;1095.66
ar condicionado;LG;Paulista;2025-2-11;35;1015.74
ar condicionado;HP;Eldorado;2025-2-11;46;5395.64
smart tv;LG;Paulista;2025-2-11;44;2876.45
geladeira;Samsung;Paulista;2025-2-11;19;2832.66
notebook;Samsung;Cidade São Paulo;2025-2-11;31;5049.59
smart tv;Midea;Cidade São Paulo;2025-2-11;5;8471.55
lavadora;Hitachi;Eldorado;2025-2-12;39;7655.52
smart tv;Motorola;Paulista;2025-2-12;9;6507.33
smart tv;Samsung;Cidade São Paulo;2025-2-12;37;9966.97
smart tv;Samsung;Cidade São Paulo;2025-2-12;21;5038.76
ar condicionado;Samsung;Cidade São Paulo;2025-2-12;26;6244.41
notebook;LG;Paulista;2025-2-12;44;4031.27
lavadora;Midea;Paulista;2025-2-12;49;2003.22
geladeira;Hitachi;Eldorado;2025-2-12;31;4257.73
notebook;LG;Paulista;2025-2-12;21;3229.37
notebook;HP;Cidade São Paulo;2025-2-12;44;5245.58
notebook;Samsung;Paulista;2025-2-12;33;4553.15
ar condicionado;Motorola;Cidade São Paulo;2025-2-12;18;8812.23
celular;Acer;Paulista;2025-2-12;20;7643.52
lavadora;Midea;Cidade São Paulo;2025-2-12;45;5680.09
smart tv;Hitachi;Cidade São Paulo;2025-2-12;34;5165.11
celular;Hitachi;Eldorado;2025-2-12;10;8337.76
smart tv;Motorola;Eldorado;2025-2-12;37;2931.62
lavadora;LG;Eldorado;2025-2-12;40;9344.02
smart tv;Midea;Cidade São Paulo;2025-2-12;42;1605.10
lavadora;Hitachi;Paulista;2025-2-12;28;4365.27
geladeira;Midea;Eldorado;2025-2-13;50;9417.71
ar condicionado;Hitachi;Eldorado;2025-2-13;22;3569.85
celular;LG;Paulista;2025-2-13;3;2851.97
notebook;Samsung;Cidade São Paulo;2025-2-13;5;3369.21
geladeira;Motorola;Cidade São Paulo;2025-2-13;43;5252.74
smart tv;Acer;Paulista;2025-2-13;11;8932.70
celular;LG;Paulista;2025-2-13;40;8640.89
geladeira;Samsung;Cidade São Paulo;2025-2-13;12;6033.75
celular;Acer;Cidade São Paulo;2025-2-13;7;4452.39
geladeira;Acer;Eldorado;2025-2-13;30;5371.53
lavadora;LG;Cidade São Paulo;2025-2-13;27;8011.68
celular;Motorola;Cidade São Paulo;2025-2-13;3;4899.98
lavadora;Acer;Eldorado;2025-2-13;22;2252.38
notebook;Midea;Cidade São Paulo;2025-2-13;42;6235.59
smart tv;Motorola;Eldorado;2025-2-13;18;3261.80
ar condicionado;HP;Eldorado;2025-2-13;6;3484.12
geladeira;Acer;Paulista;2025-2-13;24;9685.21
lavadora;Motorola;Paulista;2025-2-13;32;1111.38
ar condicionado;Acer;Cidade São Paulo;2025-2-13;9;4743.32
notebook;HP;Paulista;2025-2-13;34;7328.72
notebook;Motorola;Cidade São Paulo;2025-2-14;25;7072.42
lavadora;LG;Cidade São Paulo;2025-2-14;29;2909.98
smart tv;Acer;Paulista;2025-2-14;37;5627.76
ar condicionado;Acer;Cidade São Paulo;2025-2-14;8;4250.77
geladeira;Acer;Eldorado;2025-2-14;45;3147.79
notebook;Hitachi;Eldorado;2025-2-14;31;5776.07
ar condicionado;HP;Eldorado;2025-2-14;32;4427.68
ar condicionado;Samsung;Cidade São Paulo;2025-2-14;31;3879.21
geladeira;Acer;Cidade São Paulo;2025-2-14;26;3889.48
lavadora;Midea;Cidade São Paulo;2025-2-14;43;4928.88
celular;Midea;Paulista;2025-2-14;12;7744.24
geladeira;HP;Eldorado;2025-2-14;21;2315.71
smart tv;LG;Paulista;2025-2-14;8;6064.44
lavadora;Acer;Cidade São Paulo;2025-2-14;8;6403.07
geladeira;HP;Cidade São Paulo;2025-2-14;31;1385.37
ar condicionado;LG;Eldorado;2025-2-14;20;5948.54
smart tv;LG;Paulista;2025-2-14;25;8920.19
lavadora;Midea;Paulista;2025-2-14;45;3897.29
smart tv;Midea;Cidade São Paulo;2025-2-14;45;5870.08
lavadora;Hitachi;Paulista;2025-2-14;18;9034.62
smart tv;LG;Paulista;2025-2-15;46;9716.27
smart tv;Samsung;Eldorado;2025-2-15;28;6449.48
ar condicionado;Motorola;Cidade São Paulo;2025-2-15;44;5588.84
notebook;Midea;Cidade São Paulo;2025-2-15;39;1267.68
smart tv;Midea;Eldorado;2025-2-15;26;5086.83
notebook;Midea;Paulista;2025-2-15;30;7246.24
smart tv;Motorola;Cidade São Paulo;2025-2-15;26;1910.27
ar condicionado;Midea;Cidade São Paulo;2025-2-15;8;8861.22
geladeira;LG;Cidade São Paulo;2025-2-15;1;3304.38
smart tv;Motorola;Cidade São Paulo;2025-2-15;12;1673.45
notebook;Hitachi;Eldorado;2025-2-15;43;1794.54
geladeira;HP;Cidade São Paulo;2025-2-15;50;2060.74
smart tv;Acer;Eldorado;2025-2-15;6;9275.22
geladeira;Acer;Paulista;2025-2-15;28;7854.76
geladeira;Samsung;Cidade São Paulo;2025-2-15;18;4740.18
notebook;Samsung;Paulista;2025-2-15;39;2186.90
celular;Hitachi;Cidade São Paulo;2025-2-15;38;9503.17
smart tv;Samsung;Cidade São Paulo;2025-2-15;39;3748.61
smart tv;Hitachi;Cidade São Paulo;2025-2-15;27;1824.65
lavadora;LG;Paulista;2025-2-15;13;9129.51
lavadora;HP;Cidade São Paulo;2025-2-16;50;1448.36
smart tv;Midea;Paulista;2025-2-16;28;4364.54
notebook;Midea;Paulista;2025-2-16;15;9704.43
smart tv;Midea;Cidade São Paulo;2025-2-16;40;2527.61
smart tv;Hitachi;Paulista;2025-2-16;1;9037.38
ar condicionado;HP;Cidade São Paulo;2025-2-16;2;8482.26
lavadora;Hitachi;Paulista;2025-2-16;50;4639.68
lavadora;Midea;Paulista;2025-2-16;33;8790.88
geladeira;Hitachi;Cidade São Paulo;2025-2-16;13;9662.84
notebook;LG;Paulista;2025-2-16;47;9581.01
lavadora;Hitachi;Paulista;2025-2-16;42;4860.82
celular;Hitachi;Cidade São Paulo;2025-2-16;7;8574.98
ar condicionado;Samsung;Paulista;2025-2-16;41;1903.61
ar condicionado;LG;Paulista;2025-2-16;42;5263.98
lavadora;Hitachi;Paulista;2025-2-16;39;7473.34
celular;Motorola;Cidade São Paulo;2025-2-16;35;2923.33
ar condicionado;Acer;Cidade São Paulo;2025-2-16;35;8225.53
notebook;Samsung;Eldorado;2025-2-16;22;4871.26
geladeira;Hitachi;Eldorado;2025-2-16;41;2836.51
smart tv;Midea;Cidade São Paulo;2025-2-16;28;8556.32
lavadora;Acer;Cidade São Paulo;2025-2-17;6;5942.64
ar condicionado;Motorola;Cidade São Paulo;2025-2-17;9;3242.91
celular;Acer;Cidade São Paulo;2025-2-17;32;7009.76
geladeira;LG;Paulista;2025-2-17;25;5954.02
geladeira;Motorola;Paulista;2025-2-17;29;5068.40
smart tv;Hitachi;Eldorado;2025-2-17;27;6765.19
smart tv;Acer;Eldorado;2025-2-17;43;2825.95
celular;Acer;Eldorado;2025-2-17;20;2679.90
notebook;HP;Eldorado;2025-2-17;46;9676.92
geladeira;Acer;Cidade São Paulo;2025-2-17;4;2359.32
celular;Midea;Eldorado;2025-2-17;37;7689.90
ar condicionado;Midea;Paulista;2025-2-17;49;9326.10
celular;Acer;Paulista;2025-2-17;29;7854.84
notebook;Motorola;Eldorado;2025-2-17;40;7606.40
ar condicionado;HP;Cidade São Paulo;2025-2-17;33;5867.73
geladeira;HP;Eldorado;2025-2-17;45;5211.60
notebook;HP;Eldorado;2025-2-17;34;9974.44
notebook;Midea;Cidade São Paulo;2025-2-17;45;1190.37
smart tv;Samsung;Cidade São Paulo;2025-2-17;19;9942.48
ar condicionado;Motorola;Cidade São Paulo;2025-2-17;25;5641.78
lavadora;Samsung;Paulista;2025-2-18;50;6368.30
ar condicionado;Midea;Paulista;2025-2-18;19;4306.90
ar condicionado;Samsung;Eldorado;2025-2-18;40;5133.94
notebook;Midea;Eldorado;2025-2-18;42;6412.84
smart tv;HP;Paulista;2025-2-18;1;5955.71
celular;LG;Eldorado;2025-2-18;8;7800.42
